host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_length,description_length,host_about_length,bathroom,bathroom_type,host_verifications_count,amenities_count,days_joined
N/A,NA,NA,FALSE,1,1,FALSE,Bukit Timah,Central Region,1.3377,103.77867,apartment,Entire home/apt,3,1,1,120,2,1125,2,2,1125,1125,2,1125,0,0,0,241,3,0,0,80,10,10,10,10,10,10,FALSE,1,1,0,0,0.06,31,142,49,1,Other,4,16,2875
within an hour,100,96,FALSE,2,2,TRUE,Museum,Central Region,1.2942,103.84283,apartment,Entire home/apt,2,1,1,104,5,1000,5,5,1000,1000,5,1000,17,47,77,352,47,5,0,82,8,8,10,10,10,8,TRUE,1,1,0,0,0.56,25,997,64,1,Other,6,12,2503
within a day,50,33,FALSE,2,2,FALSE,Rochor,Central Region,1.30343,103.85799,bed and breakfast,Private room,4,1,4,110,2,1125,2,2,1125,1125,2,1125,0,0,0,0,2,0,0,60,9,6,10,10,8,8,FALSE,2,0,1,1,0.08,34,271,NA,2,Shared,2,17,2488
within a few hours,100,98,FALSE,75,75,TRUE,Kallang,Central Region,1.31117,103.86214,apartment,Private room,1,1,1,30,18,365,18,18,1125,1125,18,1125,18,48,78,353,1,0,0,80,8,6,10,10,10,6,FALSE,108,2,106,0,0.03,45,1000,84,3,Shared,7,26,2660
N/A,NA,NA,FALSE,1,1,FALSE,Queenstown,Central Region,1.30699,103.80159,apartment,Shared room,1,1,1,74,1,1125,1,1,1125,1125,1,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,0,1,NA,32,818,NA,1.5,Shared,4,10,3522
within a few hours,100,60,FALSE,72,72,TRUE,Geylang,Central Region,1.31566,103.8859,apartment,Entire home/apt,2,1,1,83,21,365,21,21,365,365,21,365,2,25,55,145,61,4,0,95,10,10,10,10,9,10,FALSE,17,17,0,0,0.75,50,1000,44,1,Other,5,18,2447
within a few hours,90,33,FALSE,7,7,TRUE,Queenstown,Central Region,1.29198,103.80686,condominium,Entire home/apt,3,2,0,138,20,200,20,20,200,200,20,200,30,60,90,181,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,3,1,2,0,NA,35,999,NA,1.5,Other,7,18,2439
N/A,NA,NA,FALSE,2,2,TRUE,River Valley,Central Region,1.29893,103.84176,apartment,Private room,1,1,1,70,90,364,90,90,364,364,90,364,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,48,1000,50,1,Other,8,8,2434
N/A,NA,NA,FALSE,3,3,FALSE,Kallang,Central Region,1.31047,103.86096,hostel,Shared room,16,1,16,35,1,30,1,1,30,30,1,30,0,0,0,0,19,0,0,91,9,9,9,9,9,9,FALSE,3,0,1,2,0.24,22,999,196,2,Shared,3,17,2429
within a few hours,100,0,FALSE,1,1,TRUE,Hougang,North-East Region,1.36103,103.88356,apartment,Private room,1,1,1,85,1,1125,1,1,1125,1125,1,1125,29,59,89,364,9,0,0,98,10,10,10,10,10,10,FALSE,1,0,1,0,0.12,35,998,559,1,Private,8,18,2938
within a day,50,NA,FALSE,2,2,TRUE,Museum,Central Region,1.2986,103.84659,condominium,Private room,1,1,1,110,90,365,90,90,365,365,90,365,30,60,90,365,7,1,0,100,10,10,10,10,10,10,TRUE,2,0,2,0,0.09,32,1000,154,0.5,Shared,6,27,2750
N/A,NA,NA,FALSE,1,1,TRUE,Toa Payoh,Central Region,1.33967,103.86901,apartment,Entire home/apt,6,2,6,280,60,1125,60,60,1125,1125,60,1125,0,0,0,0,6,0,0,96,10,10,10,10,8,9,FALSE,1,1,0,0,0.08,35,999,10,2,Other,8,14,2420
N/A,NA,NA,FALSE,3,3,FALSE,Kallang,Central Region,1.31086,103.85883,hostel,Shared room,12,1,12,37,1,30,1,1,30,30,1,30,1,1,1,1,18,0,0,96,10,10,10,9,9,10,FALSE,3,0,1,2,0.22,23,999,196,2,Shared,3,18,2429
N/A,NA,NA,FALSE,3,3,FALSE,Kallang,Central Region,1.30997,103.86052,bed and breakfast,Private room,4,1,4,150,1,14,1,1,14,14,1,14,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,3,0,1,2,NA,31,1000,196,2,Other,3,10,2429
N/A,NA,NA,FALSE,2,2,TRUE,Outram,Central Region,1.28378,103.8431,apartment,Entire home/apt,2,1,1,115,180,730,180,180,730,730,180,730,29,58,88,363,1,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,2,2,0,0,0.02,32,320,35,1,Other,5,9,2569
N/A,NA,NA,FALSE,1,1,TRUE,Singapore River,Central Region,1.28845,103.84355,apartment,Private room,1,1,0,76,10,150,10,10,150,150,10,150,28,58,88,363,2,0,0,100,10,10,10,10,10,10,FALSE,1,0,1,0,0.08,47,525,NA,1,Shared,4,16,2401
N/A,NA,NA,FALSE,1,1,TRUE,Tampines,East Region,1.34948,103.96321,condominium,Private room,1,1,1,89,90,1125,90,90,1125,1125,90,1125,27,57,87,362,10,0,0,95,10,9,10,10,10,9,TRUE,1,0,1,0,0.13,50,348,57,1,Private,6,19,2395
N/A,NA,NA,FALSE,1,1,TRUE,Pasir Ris,East Region,1.36449,103.95931,apartment,Private room,2,1,2,80,180,1125,180,180,1125,1125,180,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,26,995,25,0.5,Other,9,6,2454
within a few hours,100,100,FALSE,13,13,TRUE,Outram,Central Region,1.28318,103.84335,hostel,Hotel room,10,1,10,31,1,1125,1,1,1125,1125,1,1125,29,59,89,364,140,0,0,88,9,9,9,9,10,9,TRUE,13,0,3,0,1.79,39,1000,418,4,Other,3,17,2376
within a few hours,100,100,FALSE,13,13,TRUE,Outram,Central Region,1.28458,103.84298,hostel,Hotel room,16,1,16,31,1,1125,1,1,1125,1125,1,1125,29,59,89,364,80,0,0,88,9,9,9,9,10,9,TRUE,13,0,3,0,1.02,35,923,418,4,Other,3,16,2376
within a few hours,100,100,FALSE,13,13,TRUE,Outram,Central Region,1.28496,103.84318,hostel,Hotel room,16,1,16,31,1,1125,1,1,1125,1125,1,1125,30,60,90,365,192,0,0,89,9,8,10,10,10,9,TRUE,13,0,3,0,2.43,35,1000,418,4,Other,3,16,2376
within a few hours,100,100,FALSE,13,13,TRUE,Outram,Central Region,1.28439,103.84308,hostel,Hotel room,16,1,16,31,1,1125,1,1,1125,1125,1,1125,30,60,90,365,177,0,0,88,9,9,10,9,10,9,TRUE,13,0,3,0,2.24,35,1000,418,4,Other,3,15,2376
within an hour,100,98,FALSE,127,127,TRUE,Outram,Central Region,1.28424,103.84275,apartment,Private room,1,1,1,69,90,365,90,90,1125,1125,90,1125,21,51,81,356,2,0,0,80,8,7,9,9,10,8,FALSE,136,2,134,0,0.1,49,1000,70,1,Private,5,28,3149
within a few hours,100,100,FALSE,13,13,TRUE,Outram,Central Region,1.28262,103.84487,hostel,Hotel room,12,1,12,31,1,1125,1,1,1125,1125,1,1125,30,60,90,365,18,0,0,79,8,9,9,9,9,9,TRUE,13,0,3,0,0.23,34,1000,418,4,Other,3,17,2376
within a few hours,100,100,FALSE,13,13,TRUE,Outram,Central Region,1.28354,103.84331,hostel,Private room,4,1,4,146,2,14,2,2,14,14,2,14,29,59,89,180,49,0,0,90,9,9,9,9,10,9,FALSE,13,0,3,0,0.65,46,1000,418,2,Shared,3,17,2376
within an hour,91,95,FALSE,58,58,TRUE,River Valley,Central Region,1.29533,103.83797,apartment,Entire home/apt,5,1,2,160,28,1124,28,28,1125,1125,28,1125,0,10,40,310,288,41,1,91,9,9,9,9,9,8,TRUE,15,11,4,0,3.73,35,997,2,1,Other,4,32,2594
within a few hours,100,60,FALSE,72,72,TRUE,Geylang,Central Region,1.31379,103.88577,apartment,Entire home/apt,2,1,1,85,90,365,90,90,365,365,90,365,0,10,40,130,26,0,0,97,10,10,10,10,9,10,FALSE,17,17,0,0,0.34,42,1000,44,1,Other,5,17,2447
N/A,NA,NA,FALSE,7,7,FALSE,Rochor,Central Region,1.30376,103.85923,bed and breakfast,Private room,1,1,1,58,1,1125,1,1,1125,1125,1,1125,0,0,0,0,20,0,0,94,10,9,10,10,10,9,FALSE,7,0,7,0,0.32,30,985,276,8,Other,3,9,2669
N/A,NA,NA,FALSE,7,7,FALSE,Rochor,Central Region,1.30171,103.85959,bed and breakfast,Private room,3,1,1,90,1,1125,1,1,1125,1125,1,1125,0,0,0,0,6,0,0,80,10,9,10,10,10,8,FALSE,7,0,7,0,0.08,30,985,276,8,Other,3,8,2669
within a few hours,100,60,FALSE,72,72,TRUE,Geylang,Central Region,1.31586,103.88559,apartment,Entire home/apt,2,1,1,66,60,365,60,60,365,365,60,365,28,58,88,178,81,0,0,94,10,10,10,10,9,10,FALSE,17,17,0,0,1.03,27,1000,44,1,Other,5,17,2447
within a few hours,100,60,FALSE,72,72,TRUE,Geylang,Central Region,1.31565,103.88576,apartment,Entire home/apt,2,1,1,85,30,365,30,30,365,365,30,365,1,31,61,151,66,1,0,97,10,10,10,10,10,10,FALSE,17,17,0,0,0.84,28,1000,44,1,Other,5,16,2447
within an hour,100,92,TRUE,2,2,TRUE,Bukit Panjang,West Region,1.3471,103.77532,condominium,Entire home/apt,5,2,2,155,12,1120,12,12,1120,1120,12,1120,0,0,0,128,63,6,0,96,10,10,10,10,10,10,FALSE,1,1,0,0,0.82,32,999,459,2,Other,5,28,2332
N/A,NA,NA,FALSE,7,7,FALSE,Rochor,Central Region,1.30148,103.85813,bed and breakfast,Private room,2,1,1,58,1,1125,1,1,1125,1125,1,1125,0,0,0,0,28,0,0,89,10,8,10,10,9,9,FALSE,7,0,7,0,0.36,30,985,276,8,Other,3,1,2669
within a day,100,NA,FALSE,1,1,FALSE,Bedok,East Region,1.31808,103.90582,apartment,Private room,1,1,1,78,1,1125,1,1,1125,1125,1,1125,27,57,87,362,2,0,0,100,10,9,9,10,10,10,FALSE,1,0,1,0,0.03,35,332,10,1.5,Other,3,15,2318
N/A,NA,NA,FALSE,7,7,FALSE,Rochor,Central Region,1.30348,103.85969,bed and breakfast,Private room,1,1,1,58,1,1125,1,1,1125,1125,1,1125,0,0,0,0,10,0,0,86,9,8,10,10,9,9,FALSE,7,0,7,0,0.15,30,988,276,8,Other,3,10,2669
N/A,NA,NA,FALSE,2,2,FALSE,Outram,Central Region,1.27795,103.84109,apartment,Private room,1,1,1,950,180,1125,180,180,1125,1125,180,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,2,0,2,0,NA,33,1000,NA,1,Other,3,6,2331
N/A,NA,NA,FALSE,1,1,FALSE,Outram,Central Region,1.28223,103.83867,apartment,Private room,2,1,1,50,180,1125,180,180,1125,1125,180,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,32,108,NA,1,Other,2,8,2314
a few days or more,0,NA,FALSE,1,1,FALSE,Bukit Timah,Central Region,1.31995,103.79426,apartment,Entire home/apt,2,1,1,175,5,60,5,5,60,60,5,60,23,53,83,84,8,0,0,100,10,10,10,10,9,9,FALSE,1,1,0,0,0.14,48,999,34,1,Other,5,15,3370
within an hour,94,100,FALSE,18,18,TRUE,Tanglin,Central Region,1.31595,103.8269,house,Entire home/apt,4,2,3,252,7,999,7,7,999,999,7,999,30,60,90,365,33,1,0,95,10,10,10,10,9,9,TRUE,20,15,0,0,0.43,46,1000,473,2,Other,7,37,2775
within a few hours,100,100,FALSE,13,13,TRUE,Outram,Central Region,1.28278,103.8445,hostel,Hotel room,12,1,12,31,1,1125,1,1,1125,1125,1,1125,29,59,89,364,49,0,0,88,9,9,9,9,10,9,TRUE,13,0,3,0,0.66,34,1000,418,4,Other,3,17,2376
within a few hours,100,100,FALSE,13,13,TRUE,Outram,Central Region,1.28332,103.8433,hostel,Hotel room,12,1,12,31,1,1125,1,1,1125,1125,1,1125,30,60,90,365,21,0,0,87,9,9,10,9,10,9,TRUE,13,0,3,0,0.28,34,1000,418,4,Other,3,17,2376
a few days or more,33,NA,FALSE,2,2,TRUE,Novena,Central Region,1.31718,103.84287,apartment,Private room,2,1,1,89,2,1125,2,2,1125,1125,2,1125,29,59,89,364,14,0,0,96,9,9,10,10,10,9,FALSE,1,0,1,0,0.18,35,647,932,1,Other,5,9,2309
within an hour,94,100,FALSE,18,18,TRUE,Tanglin,Central Region,1.31566,103.82666,house,Entire home/apt,2,NA,1,174,7,1125,7,7,1125,1125,7,1125,30,60,90,365,57,2,0,95,10,9,10,10,9,9,TRUE,20,15,0,0,0.75,34,1000,473,1,Other,7,37,2775
N/A,NA,NA,FALSE,3,3,TRUE,Kallang,Central Region,1.31512,103.85343,condominium,Private room,2,1,1,63,90,1125,90,90,1125,1125,90,1125,0,0,12,287,42,0,0,94,10,10,9,9,9,9,FALSE,3,0,3,0,0.55,34,1000,418,1,Private,8,19,2833
within a few hours,100,60,FALSE,72,72,TRUE,Geylang,Central Region,1.31503,103.88605,apartment,Entire home/apt,2,1,1,86,7,365,7,7,365,365,7,365,27,57,87,177,66,2,0,96,10,10,10,10,9,10,FALSE,17,17,0,0,0.87,28,999,44,1,Other,5,19,2447
within a few hours,90,91,FALSE,1,1,TRUE,Kallang,Central Region,1.32712,103.86468,apartment,Entire home/apt,4,1,1,100,3,1125,3,3,1125,1125,3,1125,12,42,72,347,41,2,0,93,10,9,10,10,9,9,FALSE,1,1,0,0,0.55,30,577,NA,1,Other,6,24,2657
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31025,103.88326,apartment,Private room,2,1,1,64,1,365,1,1,365,365,1,365,0,0,0,0,133,4,0,88,9,9,10,10,10,9,TRUE,27,0,27,0,1.75,27,257,NA,1,Private,7,22,2312
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31045,103.88114,apartment,Private room,2,1,1,64,1,365,1,1,365,365,1,365,0,0,0,0,210,2,0,84,9,9,10,9,9,9,TRUE,27,0,27,0,2.77,28,235,NA,1,Private,7,22,2312
within an hour,100,100,FALSE,23,23,TRUE,Newton,Central Region,1.30475,103.84032,apartment,Private room,2,1,1,101,90,1125,90,90,1125,1125,90,1125,29,59,89,364,8,0,0,88,9,8,9,10,10,8,FALSE,19,1,18,0,0.11,34,838,567,1,Other,5,8,2541
N/A,NA,NA,FALSE,3,3,TRUE,Kallang,Central Region,1.31503,103.85116,condominium,Private room,2,1,1,73,90,1125,90,90,1125,1125,90,1125,27,57,87,362,5,0,0,84,9,9,9,9,9,8,FALSE,3,0,3,0,0.07,33,1000,418,1,Private,8,19,2833
within an hour,94,95,TRUE,1,1,TRUE,Bedok,East Region,1.31467,103.93974,condominium,Entire home/apt,8,1,1,165,1,30,1,1,30,30,1,30,27,57,87,362,57,16,2,95,9,10,9,10,9,9,FALSE,1,1,0,0,0.75,32,1000,179,1,Other,6,25,2262
within a few hours,100,100,TRUE,1,1,FALSE,Kallang,Central Region,1.29775,103.88341,loft,Entire home/apt,3,1,1,99,90,1125,90,90,1125,1125,90,1125,0,0,0,0,5,1,0,100,10,10,10,10,8,10,TRUE,1,1,0,0,0.07,49,430,265,1.5,Other,3,31,2257
within an hour,94,100,FALSE,18,18,TRUE,Tanglin,Central Region,1.31617,103.82694,house,Entire home/apt,3,2,2,230,7,999,7,7,999,999,7,999,30,60,90,365,16,0,0,94,10,9,10,10,9,9,TRUE,20,15,0,0,0.21,46,1000,473,2.5,Other,7,37,2775
N/A,NA,NA,FALSE,0,0,TRUE,Downtown Core,Central Region,1.27953,103.85022,house,Private room,2,1,NA,120,1,1125,1,1,1125,1125,1,1125,28,58,88,178,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,35,483,NA,1,Private,6,12,2278
N/A,NA,NA,FALSE,1,1,FALSE,Serangoon,North-East Region,1.38785,103.8694,apartment,Entire home/apt,2,NA,2,106,84,1125,84,84,1125,1125,84,1125,28,58,88,89,9,0,0,84,9,10,10,10,8,8,FALSE,1,1,0,0,0.12,33,999,175,1,Other,2,20,2251
within a few hours,100,89,FALSE,40,40,TRUE,Downtown Core,Central Region,1.29561,103.8543,serviced apartment,Entire home/apt,2,NA,1,109,1,365,1,6,365,365,3.9,365,28,58,88,336,103,49,11,95,10,9,10,10,10,9,TRUE,38,35,1,0,1.36,44,999,1067,1,Other,5,24,2250
N/A,NA,NA,FALSE,2,2,TRUE,Sembawang,North Region,1.45277,103.81644,apartment,Private room,2,1,1,130,3,30,3,3,30,30,3,30,27,57,87,177,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,NA,36,149,494,1,Other,7,13,2652
N/A,NA,NA,FALSE,2,2,FALSE,Kallang,Central Region,1.3070600000000001,103.86326,condominium,Private room,1,1,1,100,100,1125,30,100,1125,1125,80,1125,30,60,90,365,6,0,0,100,10,10,10,10,10,10,TRUE,2,1,1,0,0.08,31,539,182,1,Shared,2,15,2247
N/A,NA,NA,FALSE,1,1,FALSE,Outram,Central Region,1.28305,103.84703,apartment,Private room,2,1,1,160,180,1125,180,180,1125,1125,180,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,27,480,NA,1.5,Other,2,11,2276
within an hour,100,100,FALSE,23,23,TRUE,Toa Payoh,Central Region,1.34151,103.84163,apartment,Private room,2,1,0,76,90,365,90,90,365,365,90,365,29,59,89,364,16,0,0,85,9,7,10,10,10,9,FALSE,19,1,18,0,0.27,35,497,567,2,Shared,5,13,2541
within a few hours,100,89,FALSE,40,40,TRUE,Downtown Core,Central Region,1.28895,103.85033,serviced apartment,Entire home/apt,2,NA,1,120,1,365,1,6,365,365,5.7,365,30,60,90,338,203,42,2,96,10,10,10,10,10,9,TRUE,38,35,1,0,2.7,50,1000,1067,1,Other,5,24,2250
within a few hours,100,98,FALSE,75,75,TRUE,Kallang,Central Region,1.31118,103.85591,apartment,Private room,1,1,1,40,18,365,18,18,1125,1125,18,1125,26,56,86,361,2,0,0,60,7,8,8,9,6,7,FALSE,108,2,106,0,0.03,49,1000,84,1,Private,7,30,2660
N/A,NA,NA,FALSE,0,0,TRUE,Bishan,Central Region,1.36,103.8319,apartment,Private room,2,1,1,51,180,1125,180,180,1125,1125,180,1125,29,59,89,364,29,0,0,94,9,10,10,10,9,9,FALSE,1,0,1,0,0.39,31,997,67,1,Shared,6,15,2239
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31161,103.88143,apartment,Private room,3,1,1,90,1,365,1,1,365,365,1,365,0,0,0,0,87,1,0,87,9,9,9,9,9,9,TRUE,27,0,27,0,1.16,21,177,NA,1,Shared,7,22,2312
within a few hours,100,98,FALSE,75,75,TRUE,Geylang,Central Region,1.31563,103.88285,apartment,Private room,1,1,4,29,18,365,18,18,365,365,18,365,26,56,86,361,3,0,0,87,8,8,9,9,8,8,FALSE,108,2,106,0,0.04,39,1000,84,3,Shared,7,27,2660
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31102,103.88139,apartment,Private room,2,1,1,64,1,365,1,1,365,365,1,365,0,0,0,0,50,1,0,84,9,8,9,9,8,8,TRUE,27,0,27,0,0.68,32,132,NA,1,Private,7,23,2312
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31045,103.88148,apartment,Private room,2,1,1,64,1,365,1,1,365,365,1,365,0,0,0,0,49,0,0,85,9,9,9,9,9,9,TRUE,27,0,27,0,0.66,20,58,NA,1,Private,7,23,2312
within a few hours,80,66,FALSE,10,10,TRUE,Outram,Central Region,1.28175,103.84433,house,Entire home/apt,2,1,0,93,5,1125,5,5,1125,1125,5,1125,21,51,81,356,92,4,2,91,10,9,10,10,10,9,FALSE,10,9,1,0,1.25,45,1000,411,1.5,Other,7,23,2748
within an hour,94,100,FALSE,18,18,TRUE,Tanglin,Central Region,1.31658,103.82714,house,Entire home/apt,5,3,4,296,7,999,7,7,999,999,7,999,30,60,90,365,24,2,0,92,9,9,10,10,9,9,TRUE,20,15,0,0,0.32,47,1000,473,3.5,Other,7,36,2775
N/A,NA,NA,FALSE,1,1,FALSE,Ang Mo Kio,North-East Region,1.3657300000000001,103.83874,apartment,Private room,2,1,1,58,7,365,7,7,365,365,7,365,0,0,27,27,2,0,0,100,10,10,10,10,9,10,FALSE,1,0,1,0,0.03,50,995,738,1,Private,3,38,2223
N/A,NA,NA,FALSE,1,1,TRUE,Sembawang,North Region,1.45328,103.82199,apartment,Private room,2,1,2,20,180,1125,180,180,1125,1125,180,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,23,390,53,1,Other,5,8,2233
within a day,50,NA,FALSE,2,2,TRUE,Museum,Central Region,1.29929,103.84774,apartment,Private room,1,1,1,110,90,1125,90,90,1125,1125,90,1125,30,60,90,365,4,0,0,100,10,10,10,10,10,10,FALSE,2,0,2,0,0.07,34,1000,154,1,Shared,6,22,2750
within a few hours,100,NA,FALSE,2,2,TRUE,Bedok,East Region,1.32265,103.90775,house,Private room,15,5,8,82,90,1125,90,90,1125,1125,90,1125,29,59,89,364,124,0,0,96,10,10,10,10,9,10,FALSE,2,0,2,0,1.68,16,837,264,3,Shared,8,35,2209
N/A,NA,NA,FALSE,2,2,TRUE,Hougang,North-East Region,1.37045,103.89107,house,Private room,2,1,1,70,30,365,30,30,365,365,30,365,29,59,89,90,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,41,998,209,1,Private,6,23,2367
within a few hours,100,98,FALSE,75,75,TRUE,Outram,Central Region,1.2851,103.84195,apartment,Private room,1,1,1,69,18,365,18,18,1125,1125,18,1125,18,48,78,353,1,0,0,100,10,10,10,10,10,10,FALSE,108,2,106,0,0.02,31,1000,84,2,Shared,7,27,2660
within a few hours,100,98,FALSE,75,75,TRUE,Outram,Central Region,1.28614,103.8421,apartment,Private room,1,1,1,61,18,365,18,18,1125,1125,18,1125,26,56,86,361,2,0,0,100,10,8,10,10,10,10,FALSE,108,2,106,0,0.04,48,1000,84,1,Private,7,30,2660
N/A,NA,NA,FALSE,1,1,FALSE,Toa Payoh,Central Region,1.33305,103.87235,house,Shared room,6,1,3,46,180,1125,180,180,1125,1125,180,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,0,1,NA,26,878,NA,2,Shared,2,15,2198
within a few hours,100,93,FALSE,9,9,TRUE,Bishan,Central Region,1.35349,103.83274,house,Private room,2,1,1,40,1,1125,1,1,1125,1125,1,1125,29,59,89,364,4,1,0,73,8,7,9,9,10,8,FALSE,9,1,8,0,0.13,42,60,26,2.5,Shared,6,14,2194
within a few hours,100,93,FALSE,9,9,TRUE,Kallang,Central Region,1.316,103.86134,condominium,Private room,2,1,2,150,1,1125,1,1,1125,1125,1,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,9,1,8,0,NA,23,177,26,1,Private,6,14,2194
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31114,103.88278,apartment,Private room,3,1,2,90,1,365,1,1,365,365,1,365,0,0,0,0,168,1,0,89,10,9,10,10,9,9,TRUE,27,0,27,0,2.3,30,225,NA,1,Private,7,23,2312
within a few hours,100,89,FALSE,40,40,TRUE,Singapore River,Central Region,1.2873000000000001,103.84894,serviced apartment,Entire home/apt,2,NA,1,100,1,365,1,6,365,365,5.7,365,0,0,0,0,114,18,0,95,10,10,10,10,10,9,TRUE,38,35,1,0,1.59,26,996,1067,1,Other,5,25,2250
within an hour,94,100,FALSE,18,18,TRUE,Tanglin,Central Region,1.31671,103.82831,serviced apartment,Entire home/apt,2,NA,1,156,7,365,7,7,365,365,7,365,27,57,87,362,20,1,0,90,9,9,10,10,9,9,TRUE,20,15,0,0,0.28,46,998,473,1,Other,7,32,2775
within an hour,100,25,FALSE,17,17,TRUE,Bukit Timah,Central Region,1.31232,103.79537,apartment,Private room,2,1,1,60,28,1125,28,28,1125,1125,28,1125,0,0,0,268,5,0,0,88,9,9,8,9,10,8,FALSE,17,1,16,0,0.07,27,1000,946,1,Shared,7,11,2199
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31091,103.88131,apartment,Private room,2,1,1,64,1,365,1,1,365,365,1,365,0,0,0,0,81,3,0,84,9,9,10,9,9,9,TRUE,27,0,27,0,1.1,23,225,NA,1,Private,7,23,2312
within a day,100,50,FALSE,2,2,TRUE,Queenstown,Central Region,1.30505,103.79822,apartment,Private room,1,1,0,56,4,45,4,4,1125,1125,4,1125,26,56,86,86,2,1,0,90,10,10,10,9,9,9,FALSE,2,0,2,0,0.04,24,588,938,1,Shared,6,8,3369
N/A,NA,NA,FALSE,1,1,FALSE,Bedok,East Region,1.33199,103.94126,apartment,Entire home/apt,4,3,3,150,30,365,30,30,365,365,30,365,0,0,0,119,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,10,648,NA,3,Other,2,11,2183
within an hour,100,75,TRUE,51,51,TRUE,Geylang,Central Region,1.31553,103.88662,apartment,Entire home/apt,4,2,0,120,20,1125,20,20,1125,1125,20,1125,26,56,86,86,75,3,0,94,10,10,10,10,9,9,FALSE,30,30,0,0,1.07,28,837,NA,2,Other,5,18,2241
within an hour,100,50,TRUE,3,3,TRUE,Ang Mo Kio,North-East Region,1.37043,103.83038,townhouse,Private room,1,1,0,38,29,1000,29,29,1000,1000,29,1000,29,59,89,364,3,0,0,93,10,10,10,10,9,10,FALSE,4,2,2,0,0.07,32,287,NA,1,Shared,6,17,2538
within a few hours,100,0,TRUE,6,6,TRUE,Bukit Merah,Central Region,1.27546,103.84014,serviced apartment,Entire home/apt,2,NA,1,149,6,1125,6,6,1125,1125,6,1125,28,58,88,363,7,0,0,94,10,10,10,10,10,9,FALSE,6,6,0,0,0.1,35,1000,436,1,Other,6,15,2475
within a few hours,90,33,FALSE,7,7,TRUE,Geylang,Central Region,1.31429,103.90558,house,Private room,2,1,1,58,8,1125,8,8,1125,1125,8,1125,18,42,72,162,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,3,1,2,0,NA,43,696,NA,1,Private,7,18,2439
a few days or more,0,NA,FALSE,1,1,FALSE,Bukit Merah,Central Region,1.28257,103.83125,apartment,Private room,2,1,1,165,2,1125,2,2,1125,1125,2,1125,0,0,0,0,2,0,0,100,10,10,10,10,10,10,FALSE,1,0,1,0,0.03,29,1000,NA,1,Other,5,16,2937
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31105,103.88313,apartment,Private room,2,1,1,64,1,365,1,1,365,365,1,365,0,0,0,0,67,1,0,83,9,8,9,9,9,8,TRUE,27,0,27,0,0.92,22,225,NA,1,Private,7,23,2312
within a few hours,100,92,TRUE,3,3,TRUE,Bedok,East Region,1.33043,103.94814,bungalow,Private room,2,1,1,79,4,1125,4,4,1125,1125,4,1125,5,35,65,65,59,3,0,99,10,10,10,10,10,10,FALSE,2,0,2,0,0.88,45,999,91,1,Private,9,22,2909
